,FARM_NO,FARM_PIG_NO,BUNMAN_SANCHA,GYOBAE_DT,BUNMAN_DT,CHONGSAN,SILSAN,EUDUSU,EUKG,CHOGYOBAE,JAE
1374,624,012-052,3,20180110,20180509,9,9,10,75.0,,
1375,624,012-052,4,20180605,20180927,9,9,7,49.0,,5.0
1376,624,012-052,5,20181030,20190221,12,12,10,0.0,,5.0
1377,624,012-052,6,20190419,20190927,16,14,12,0.0,,37.0
1378,624,013-067,1,20160305,20160630,9,9,12,78.0,254.0,
1379,624,007-070,1,20160204,20160528,13,8,7,49.0,239.0,
1380,624,007-070,2,20160707,20161031,16,16,7,49.0,,6.0
1381,624,007-070,3,20161205,20170401,11,11,8,52.0,,4.0
1382,624,007-070,4,20170502,20170825,18,15,8,56.0,,5.0
1383,624,007-070,5,20170925,20180118,17,17,7,49.0,,5.0
1384,624,011-054,1,20160212,20160605,13,13,12,72.0,239.0,
1385,624,011-054,2,20160710,20161102,17,16,10,75.0,,9.0
1386,624,011-054,3,20161205,20170331,17,8,10,70.0,,4.0
1387,624,011-054,4,20170501,20170824,15,11,10,80.0,,4.0
1388,624,011-054,5,20170925,20180118,15,11,8,68.0,,5.0
1389,624,011-054,6,20180306,20180629,8,6,6,60.0,,19.0
1390,624,011-086,1,20160223,20160618,17,17,13,84.5,250.0,
1391,624,011-086,2,20170219,20170616,19,17,10,65.0,,
1392,624,011-086,3,20170724,20171117,19,12,11,77.0,,7.0
1393,624,011-086,4,20171218,20180413,17,14,10,70.0,,4.0
1394,624,011-086,5,20180515,20180907,14,12,11,77.0,,5.0
1395,624,011-086,6,20181008,20190202,18,13,10,0.0,,4.0
1396,624,011-086,7,20190305,20190628,20,16,11,77.0,,5.0
1397,624,011-086,8,20190729,20191123,9,8,11,0.0,,4.0
1398,624,011-086,9,20191223,20200417,21,9,11,0.0,,4.0
1399,624,011-086,10,20200518,20200910,12,11,12,0.0,,4.0
1400,624,011-086,11,20201012,20210205,9,4,9,0.0,,4.0
1401,624,012-045,1,20160308,20160702,16,12,10,60.0,260.0,
1402,624,012-045,2,20160802,20161124,16,13,10,70.0,,5.0
1403,624,012-045,3,20161227,20170421,8,8,9,63.0,,5.0
1404,624,012-045,4,20171127,20180323,18,15,6,36.0,,
1405,624,012-085,1,20160401,20160726,15,15,12,84.0,282.0,
1406,624,012-085,2,20170207,20170603,16,16,11,77.0,,
1407,624,013-065,1,20160205,20160530,15,15,10,70.0,225.0,
1408,624,013-065,2,20160716,20161104,12,11,11,93.5,,15.0
1409,624,013-065,3,20170110,20170430,9,9,9,63.0,,
1410,624,013-065,4,20170612,20171006,17,16,10,80.0,,17.0
1411,624,013-065,5,20180828,20181223,4,3,4,28.0,,
1412,624,013-065,6,20190122,20190517,5,5,6,42.0,,5.0
1413,624,027-026,1,20160625,20161017,11,11,10,80.0,320.0,
1414,624,027-026,2,20161115,20170309,11,11,8,72.0,,5.0
1415,624,027-026,3,20170411,20170803,17,14,10,80.0,,5.0
1416,624,027-026,4,20170904,20171229,10,10,10,90.0,,4.0
1417,624,030-032,1,20161002,20170122,15,15,6,45.0,,
1418,624,030-032,2,20170702,20171025,11,11,9,72.0,,
1419,624,030-032,3,20171128,20180322,15,14,11,82.5,,5.0
1420,624,030-032,4,20180515,20180904,11,10,8,56.0,,
1421,624,030-032,5,20181008,20190131,13,12,10,0.0,,4.0
1422,624,030-032,6,20190304,20190626,10,10,10,70.0,,4.0
1423,624,030-052,1,20160514,20160906,7,7,12,78.0,271.0,
1424,624,030-052,2,20161004,20170129,9,9,9,63.0,,5.0
1425,624,030-052,3,20170722,20171110,10,5,5,37.5,,
1426,624,030-052,4,20180415,20180808,11,11,8,56.0,,
1427,624,031-027,1,20160615,20161007,12,12,10,75.0,302.0,
1428,624,031-027,2,20161115,20170309,13,11,10,80.0,,8.0
1429,624,031-027,3,20170411,20170802,14,13,10,80.0,,5.0
1430,624,031-027,4,20170904,20171228,16,15,9,72.0,,4.0
1431,624,031-027,5,20180129,20180525,4,4,8,56.0,,4.0
1432,624,031-027,6,20180626,20181017,17,14,11,77.0,,5.0
1433,624,031-027,7,20181120,20190315,8,6,9,63.0,,5.0
1434,624,031-027,8,20190416,20190809,7,6,9,63.0,,5.0
1435,624,032-018,1,20160421,20160813,11,11,10,80.0,244.0,
1436,624,032-018,2,20160912,20170107,7,7,10,80.0,,7.0
1437,624,032-018,3,20170207,20170603,14,14,10,70.0,,5.0
1438,624,032-018,4,20170708,20171028,7,7,10,75.0,,14.0
1439,624,032-018,5,20171127,20180323,13,13,13,91.0,,4.0
1440,624,032-018,6,20180423,20180817,20,17,11,77.0,,4.0
1441,624,032-018,7,20180917,20190112,7,7,8,0.0,,4.0
1442,624,032-018,8,20190211,20190608,15,11,11,77.0,,4.0
1443,624,034-086,1,20160914,20170107,10,10,12,90.0,,
1444,624,034-086,2,20170207,20170603,8,7,10,70.0,,5.0
1445,624,034-086,3,20170724,20171116,14,13,12,90.0,,4.0
1446,624,034-086,4,20171218,20180414,5,2,10,70.0,,4.0
1447,624,034-086,5,20180515,20180907,6,6,6,42.0,,5.0
1448,624,028-086,1,20160602,20160922,14,9,12,78.0,293.0,
1449,624,028-086,2,20170219,20170614,10,10,10,70.0,,
1450,624,028-086,3,20170724,20171115,14,13,9,63.0,,13.0
1451,624,028-086,4,20171219,20180413,9,9,10,70.0,,5.0
1452,624,028-086,5,20180515,20180905,11,9,9,63.0,,5.0
1453,624,030-050,1,20160607,20161001,12,12,12,72.0,295.0,
1454,624,031-014,1,20160421,20160815,6,6,9,63.0,247.0,
1455,624,031-014,2,20170109,20170503,12,12,10,70.0,,
1456,624,031-014,3,20170612,20171003,16,13,10,80.0,,17.0
1457,624,031-014,4,20171017,20180303,8,6,7,56.0,,-11.0
1458,624,031-014,5,20180403,20180726,10,4,0,0.0,,5.0
1459,624,032-006,1,20160420,20160812,14,11,11,82.5,243.0,
1460,624,032-022,1,20170101,20170427,9,7,10,70.0,,
1461,624,032-022,2,20170613,20171007,14,11,9,67.5,,18.0
1462,624,032-022,3,20171107,20180303,13,11,10,70.0,,5.0
1463,624,032-022,4,20180403,20180726,11,11,8,56.0,,5.0
1464,624,032-022,5,20180827,20181224,14,12,9,63.0,,4.0
1465,624,032-088,1,20160913,20170107,12,12,10,77.0,,
1466,624,032-088,2,20170617,20171012,15,7,4,32.0,,
1467,624,033-047,1,20160604,20160929,10,10,10,60.0,282.0,
1468,624,033-047,2,20170511,20170906,10,9,9,63.0,,
1469,624,033-045,1,20160421,20160815,15,3,7,42.0,239.0,
1470,624,033-045,2,20160912,20170107,12,12,10,60.0,,7.0
1471,624,033-045,3,20170206,20170603,7,7,10,70.0,,13.0
1472,624,033-045,4,20170703,20171028,11,11,8,60.0,,4.0
1473,624,033-045,5,20171127,20180323,13,13,11,77.0,,4.0
1474,624,033-045,6,20180423,20180818,7,7,10,70.0,,4.0
1475,624,033-045,7,20180918,20190114,5,3,7,0.0,,5.0
1476,624,033-045,8,20190211,20190609,3,2,6,42.0,,4.0
1477,624,033-045,9,20190708,20191102,5,3,10,0.0,,4.0
1478,624,083-055,1,20160929,20170128,13,12,9,58.5,280.0,
1479,624,083-055,2,20170228,20170623,8,8,11,66.0,,5.0
1480,624,086-018,1,20160929,20170124,14,12,11,77.0,275.0,
1481,624,086-018,2,20170625,20171020,11,9,7,70.0,,
1482,624,086-018,3,20171127,20180322,19,19,9,67.5,,4.0
1483,624,086-018,4,20180424,20180817,17,17,9,63.0,,5.0
1484,624,086-018,5,20180918,20190111,14,12,10,0.0,,5.0
1485,624,086-018,6,20190211,20190608,15,13,11,77.0,,4.0
1486,624,086-018,7,20190729,20191122,9,8,11,0.0,,
1487,624,086-018,8,20191223,20200418,17,10,10,0.0,,4.0
1488,624,086-018,9,20200522,20200914,16,14,12,0.0,,8.0
1489,624,086-018,10,20201013,20210205,16,14,9,0.0,,5.0
1490,624,086-055,1,20160929,20170127,6,6,9,63.0,274.0,
1491,624,086-055,2,20170624,20171017,12,12,11,0.0,,
1492,624,086-055,3,20171127,20180326,14,11,11,77.0,,4.0
1493,624,086-055,4,20180424,20180819,7,6,11,77.0,,5.0
1494,624,086-055,5,20180918,20190113,9,7,7,0.0,,5.0
1495,624,086-055,6,20190211,20190609,9,6,9,63.0,,4.0
1496,624,086-055,7,20190708,20191102,16,10,9,0.0,,4.0
1497,624,086-055,8,20191204,20200329,8,7,11,0.0,,6.0
1498,624,086-055,9,20200428,20200821,14,9,9,0.0,,5.0
1499,624,086-055,10,20200922,20210113,13,13,11,0.0,,5.0
1500,624,086-055,11,20210329,20210721,4,4,10,0.0,,46.0
1501,624,087-025,1,20160929,20170126,12,12,10,65.0,273.0,
1502,624,087-025,2,20170228,20170623,13,13,11,77.0,,13.0
1503,624,087-025,3,20180515,20180909,6,6,6,42.0,,
1504,624,087-025,4,20181010,20190205,9,9,10,0.0,,6.0
1505,624,087-025,5,20190416,20190812,14,13,9,63.0,,
1506,624,087-025,6,20190910,20200107,11,10,9,0.0,,5.0
1507,624,087-025,7,20200203,20200530,11,10,10,0.0,,4.0
1508,624,087-025,8,20200710,20201105,18,15,12,0.0,,15.0
1509,624,087-025,9,20201214,20210411,10,10,10,0.0,,4.0
1510,624,087-025,10,20210510,20210901,12,12,10,0.0,,4.0
1511,624,087-025,11,20211025,20220216,9,9,11,0.0,,5.0
1512,624,087-085,1,20161002,20170126,16,15,9,63.0,276.0,
1513,624,087-085,2,20170227,20170622,13,13,10,70.0,,4.0
1514,624,087-085,3,20170724,20171116,19,16,11,77.0,,4.0
1515,624,087-085,4,20171218,20180412,19,19,12,84.0,,4.0
1516,624,087-085,5,20180514,20180906,20,15,9,63.0,,4.0
1517,624,087-085,6,20181008,20190201,12,12,9,0.0,,4.0
1518,624,087-085,7,20190304,20190628,20,19,12,84.0,,4.0
1519,624,087-085,8,20190729,20191121,14,14,11,0.0,,4.0
1520,624,087-085,9,20191223,20200417,18,16,10,0.0,,4.0
1521,624,087-085,10,20200518,20200910,16,16,8,0.0,,4.0
1522,624,088-082,1,20161017,20170208,15,15,11,71.5,287.0,
1523,624,088-082,2,20170320,20170713,17,13,9,54.0,,19.0
1524,624,083-076,1,20160913,20170110,14,12,4,16.0,265.0,
1525,624,083-076,2,20170211,20170608,16,16,0,0.0,,18.0
1526,624,086-007,1,20160822,20161214,11,11,10,65.0,237.0,
1527,624,086-007,2,20170207,20170601,18,16,10,70.0,,28.0
1528,624,086-007,3,20170703,20171027,15,15,10,65.0,,4.0
1529,624,086-007,4,20171127,20180322,17,14,11,77.0,,4.0
1530,624,086-007,5,20180423,20180814,15,15,9,63.0,,4.0
1531,624,086-007,6,20180917,20190110,18,14,10,0.0,,4.0
1532,624,086-007,7,20190211,20190605,15,13,12,84.0,,4.0
1533,624,086-007,8,20191002,20200125,9,9,11,0.0,,95.0
1534,624,086-007,9,20200224,20200618,16,12,11,0.0,,4.0
1535,624,086-033,1,20160829,20161224,11,10,9,54.0,243.0,
1536,624,086-033,2,20170118,20170516,12,12,10,70.0,,8.0
1537,624,086-033,3,20170613,20171007,9,9,8,64.0,,5.0
1538,624,086-033,4,20171107,20180303,15,14,10,85.0,,5.0
1539,624,086-033,5,20180403,20180721,13,3,3,24.0,,5.0
1540,624,086-033,6,20180825,20181219,4,4,10,70.0,,7.0
1541,624,086-033,7,20190121,20190518,16,16,9,63.0,,4.0
1542,624,086-033,8,20190617,20191010,4,4,9,0.0,,4.0
1543,624,086-033,9,20191214,20200415,9,8,10,0.0,,
1544,624,086-033,10,20200518,20200910,10,8,11,0.0,,4.0
1545,624,086-033,11,20201103,20210228,6,5,11,0.0,,
1546,624,086-033,12,20210325,20210717,2,2,10,0.0,,0.0
1547,624,087-007,1,20160827,20161220,9,9,10,65.0,241.0,
1548,624,087-007,2,20170522,20170916,15,14,11,88.0,,
1549,624,087-026,1,20160826,20161220,14,14,11,66.0,239.0,
1550,624,087-026,2,20170620,20171014,8,8,10,100.0,,
1551,624,087-026,3,20171127,20180323,15,13,11,77.0,,4.0
1552,624,087-026,4,20180424,20180818,9,8,8,56.0,,5.0
1553,624,087-026,5,20180918,20190113,7,6,7,0.0,,5.0
1554,624,087-026,6,20190212,20190609,13,12,12,84.0,,5.0
1555,624,087-026,7,20190708,20191031,9,6,10,0.0,,4.0
1556,624,087-026,8,20191202,20200328,15,11,9,0.0,,4.0
1557,624,087-026,9,20200519,20200911,8,7,11,0.0,,
1558,624,087-026,10,20201012,20210204,12,11,11,0.0,,4.0
1559,624,087-026,11,20210330,20210722,8,8,0,0.0,,26.0
1560,624,088-042,1,20160826,20161220,10,10,7,42.0,237.0,
1561,624,2962,1,20140325,20140718,16,11,11,0.0,257.0,
1562,624,2962,2,20140928,20150122,13,13,10,0.0,,50.0
1563,624,2962,3,20150223,20150620,12,9,9,0.0,,5.0
1564,624,2962,4,20151028,20160222,11,11,10,0.0,,104.0
1565,624,2962,5,20160328,20160726,14,12,8,60.0,,4.0
1566,624,2962,6,20160823,20161218,11,11,11,77.0,,6.0
1567,624,2962,7,20170116,20170513,15,15,9,63.0,,6.0
1568,624,2962,8,20170613,20171005,12,12,9,76.5,,5.0
1569,624,010-068,1,20160204,20160528,13,11,10,70.0,221.0,
1570,624,010-068,2,20160708,20161031,12,12,10,80.0,,7.0
1571,624,010-068,3,20161205,20170401,17,17,10,75.0,,4.0
1572,624,010-068,4,20170710,20171102,13,12,8,56.0,,
1573,624,167-022,1,20170102,20170505,3,3,6,42.0,272.0,
1574,624,167-022,2,20170612,20171005,5,5,9,72.0,,17.0
1575,624,167-022,3,20171106,20180302,12,11,10,70.0,,4.0
1576,624,167-022,4,20180520,20180912,15,15,15,0.0,,
1577,624,167-022,5,20190213,20190609,15,12,9,63.0,,132.0
1578,624,167-022,6,20190708,20191103,8,8,8,0.0,,4.0
1579,624,167-022,7,20191202,20200327,18,18,10,0.0,,4.0
1580,624,167-022,8,20200427,20200821,15,12,11,0.0,,4.0
1581,624,167-065,1,20170116,20170513,5,5,6,42.0,284.0,
1582,624,167-065,2,20170612,20171007,18,12,0,0.0,,4.0
1583,624,167-066,1,20170127,20170522,7,6,5,35.0,,
1584,624,167-067,1,20170205,20170601,13,13,6,42.0,,
1585,624,167-067,2,20170702,20171028,15,13,10,70.0,,3.0
1586,624,167-067,3,20171127,20180323,13,13,12,84.0,,4.0
1587,624,170-010,1,20170127,20170521,13,13,3,21.0,,
1588,624,170-010,2,20170709,20171031,19,17,9,67.5,,20.0
1589,624,170-010,3,20171218,20180411,17,15,12,84.0,,11.0
1590,624,170-010,4,20180515,20180907,11,10,10,70.0,,5.0
1591,624,170-010,5,20190126,20190521,9,9,11,77.0,,
1592,624,170-010,6,20190617,20191010,12,10,10,0.0,,4.0
1593,624,170-010,7,20191111,20200306,10,10,11,0.0,,4.0
1594,624,170-026,1,20161206,20170404,11,10,10,70.0,243.0,
1595,624,170-041,1,20161223,20170417,17,12,10,70.0,259.0,
1596,624,170-041,2,20170630,20171024,18,17,9,67.5,,
1597,624,170-041,3,20171127,20180323,17,17,12,84.0,,4.0
1598,624,170-041,4,20180604,20180927,16,16,13,84.5,,46.0
1599,624,170-041,5,20181029,20190222,18,18,0,0.0,,4.0
1600,624,170-051,1,20161206,20170401,11,11,11,71.5,242.0,
1601,624,170-051,2,20170502,20170825,14,10,10,80.0,,12.0
1602,624,170-051,3,20170925,20180119,15,13,11,88.0,,5.0
1603,624,170-051,4,20180219,20180614,9,9,10,70.0,,4.0
1604,624,170-063,1,20170228,20170623,5,5,11,77.0,,
1605,624,170-063,2,20170724,20171116,11,11,10,70.0,,4.0
1606,624,170-067,1,20161206,20170401,7,7,10,70.0,242.0,
1607,624,170-067,2,20170904,20171229,10,10,9,72.0,,
1608,624,170-070,1,20170227,20170623,15,15,11,77.0,,
1609,624,170-070,2,20170724,20171116,16,15,13,91.0,,4.0
1610,624,170-070,3,20171218,20180411,11,11,10,70.0,,4.0
1611,624,170-070,4,20180514,20180904,15,14,13,91.0,,4.0
1612,624,171-031,1,20170308,20170703,6,6,7,56.0,,
1613,624,171-031,2,20180130,20180525,3,3,0,0.0,,
1614,624,171-034,1,20161206,20170331,11,11,10,65.0,238.0,
1615,624,171-034,2,20170921,20180114,6,6,5,50.0,,
1616,624,171-034,3,20180221,20180616,2,2,7,52.5,,9.0
1617,624,171-034,4,20180716,20181108,12,11,9,0.0,,4.0
1618,624,171-034,5,20190402,20190725,9,9,9,63.0,,
1619,624,171-034,6,20190912,20200105,5,5,6,0.0,,
1620,624,171-034,7,20200203,20200529,17,15,10,0.0,,3.0
1621,624,084-004,1,20160826,20161220,8,8,9,58.5,246.0,
1622,624,084-004,2,20170117,20170515,4,4,10,70.0,,7.0
1623,624,084-004,3,20170613,20171006,11,10,9,72.0,,5.0
1624,624,084-004,4,20171107,20180303,12,11,10,70.0,,5.0
1625,624,084-004,5,20180403,20180726,12,12,12,84.0,,5.0
1626,624,084-004,6,20180828,20181223,14,12,10,70.0,,5.0
1627,624,084-004,7,20190121,20190518,16,13,11,77.0,,4.0
1628,624,084-004,8,20190617,20191010,2,1,9,0.0,,4.0
1629,624,084-004,9,20191111,20200307,9,8,11,0.0,,4.0
1630,624,084-004,10,20200406,20200730,9,9,8,0.0,,4.0
1631,624,084-004,11,20200831,20201224,7,7,10,0.0,,4.0
1632,624,086-066,1,20170319,20170712,12,12,10,70.0,237.0,
1633,624,086-066,2,20180515,20180904,15,12,6,42.0,,
1634,624,086-077,1,20170318,20170713,1,1,10,55.0,235.0,
1635,624,086-077,2,20170815,20171209,4,4,4,32.0,,13.0
1636,624,086-077,3,20180108,20180513,12,12,11,77.0,,4.0
1637,624,086-077,4,20180605,20180926,10,8,7,49.0,,5.0
1638,624,086-081,1,20170317,20170712,7,7,9,58.5,234.0,
1639,624,086-081,2,20170815,20171209,12,12,10,75.0,,13.0
1640,624,086-081,3,20180108,20180504,13,11,10,60.0,,4.0
1641,624,086-081,4,20180602,20180927,14,11,11,88.0,,9.0
1642,624,086-081,5,20181029,20190222,14,13,12,0.0,,4.0
1643,624,086-081,6,20190325,20190719,12,12,10,70.0,,4.0
1644,624,086-081,7,20190819,20200129,9,7,9,0.0,,4.0
1645,624,086-081,8,20200310,20200706,11,5,9,0.0,,
1646,624,086-084,1,20170619,20171012,7,4,9,67.5,,
1647,624,086-084,2,20171109,20180305,15,12,12,90.0,,7.0
1648,624,086-084,3,20180403,20180726,6,6,8,56.0,,5.0
1649,624,086-084,4,20180827,20181220,3,2,0,0.0,,4.0
1650,624,086-084,5,20190124,20190519,2,2,10,70.0,,7.0
1651,624,086-084,6,20190617,20191010,2,1,9,0.0,,4.0
1652,624,086-084,7,20191111,20200304,6,6,11,0.0,,4.0
1653,624,086-084,8,20200406,20200730,5,4,11,0.0,,4.0
1654,624,087-012,1,20170324,20170718,11,11,11,66.0,241.0,
1655,624,087-012,2,20170817,20171208,11,9,7,49.0,,14.0
1656,624,087-012,3,20180109,20180504,13,13,10,75.0,,5.0
1657,624,087-012,4,20180605,20180928,14,12,10,80.0,,5.0
1658,624,087-012,5,20181030,20190221,18,17,12,84.0,,5.0
1659,624,087-012,6,20190326,20190719,14,14,11,77.0,,5.0
1660,624,087-012,7,20190820,20191213,11,11,10,0.0,,5.0
1661,624,087-012,8,20200114,20200508,12,10,6,0.0,,5.0
1662,624,087-020,1,20170320,20170713,13,12,10,60.0,236.0,
1663,624,087-020,2,20170827,20171221,9,9,10,60.0,,25.0
1664,624,087-020,3,20180315,20180709,6,6,10,70.0,,
1665,624,087-020,4,20180807,20181129,11,10,9,63.0,,5.0
1666,624,087-020,5,20181231,20190426,11,11,11,77.0,,4.0
1667,624,087-048,1,20170320,20170712,10,10,9,63.0,235.0,
1668,624,087-051,1,20170319,20170711,16,14,7,35.0,233.0,
1669,624,087-051,2,20170815,20171205,10,10,8,60.0,,17.0
1670,624,088-001,1,20170316,20170708,16,14,11,66.0,230.0,
1671,624,088-003,1,20170317,20170712,15,15,8,40.0,231.0,
1672,624,088-003,2,20180113,20180510,4,4,10,70.0,,
1673,624,088-003,3,20180605,20180929,17,13,11,77.0,,5.0
1674,624,088-003,4,20190221,20190618,3,3,11,77.0,,
1675,624,088-003,5,20190912,20200106,9,9,8,0.0,,70.0
1676,624,088-003,6,20200203,20200529,11,11,12,0.0,,4.0
1677,624,088-004,1,20170703,20171029,3,3,7,45.5,,
1678,624,S088-006,1,20170319,20170712,11,11,11,66.0,233.0,
1679,624,S088-006,2,20180406,20180731,0,0,10,70.0,,
1680,624,S088-006,3,20180828,20181225,8,7,7,49.0,,4.0
1681,624,S088-006,4,20190123,20190519,19,18,11,77.0,,6.0
1682,624,S088-006,5,20190619,20191012,15,12,9,0.0,,6.0
1683,624,S088-006,6,20191112,20200307,18,16,12,0.0,,5.0
1684,624,S088-006,7,20200407,20200731,16,12,9,0.0,,5.0
1685,624,088-012,1,20170319,20170713,9,9,10,60.0,233.0,
1686,624,088-012,2,20170815,20171208,12,11,11,77.0,,12.0
1687,624,088-012,3,20180109,20180505,14,14,11,77.0,,5.0
1688,624,088-012,4,20180605,20180928,17,15,13,91.0,,5.0
1689,624,088-012,5,20181030,20190223,16,16,12,84.0,,5.0
1690,624,088-012,6,20190326,20190721,15,15,10,70.0,,5.0
1691,624,088-012,7,20190820,20191215,4,4,10,0.0,,5.0
1692,624,088-012,8,20200413,20200807,11,9,9,0.0,,
1693,624,088-021,1,20170502,20170826,15,14,11,77.0,275.0,
1694,624,088-021,2,20170926,20180119,14,14,9,67.5,,6.0
1695,624,11-54,1,20170319,20170712,13,13,10,80.0,151.0,
1696,624,11-54,2,20180223,20180618,11,11,11,77.0,,
1697,624,11-54,3,20180716,20181109,8,8,8,0.0,,4.0
1698,624,11-54,4,20181210,20190404,12,9,10,70.0,,4.0
1699,624,11-54,5,20190507,20190830,18,13,11,77.0,,5.0
1700,624,11-54,6,20190930,20200123,9,8,9,0.0,,4.0
1701,624,11-54,7,20200224,20200618,18,17,11,0.0,,4.0
1702,624,11-54,8,20200720,20201113,6,5,10,0.0,,7.0
1703,624,11-54,9,20201214,20210409,7,6,11,0.0,,4.0
1704,624,11-54,10,20210511,20210902,5,4,0,0.0,,5.0
1705,624,028-033,1,20170925,20180121,5,5,9,67.5,243.0,
1706,624,028-033,2,20180312,20180705,17,15,9,63.0,,25.0
1707,624,028-033,3,20180831,20181224,11,10,9,63.0,,29.0
1708,624,028-033,4,20190219,20190613,19,18,11,77.0,,
1709,624,028-037,1,20171016,20180209,14,14,12,84.0,264.0,
1710,624,028-037,2,20180313,20180711,2,2,8,48.0,,5.0
1711,624,028-037,3,20181107,20190303,6,6,8,56.0,,97.0
1712,624,028-037,4,20190329,20190723,10,10,11,77.0,,4.0
1713,624,028-037,5,20190819,20191213,12,9,10,0.0,,4.0
1714,624,028-055,1,20171018,20180210,15,12,13,84.5,265.0,
1715,624,028-055,2,20180315,20180707,11,11,9,63.0,,7.0
1716,624,028-055,3,20180807,20181129,14,13,10,70.0,,5.0
1717,624,028-055,4,20181231,20190426,8,8,12,84.0,,4.0
1718,624,028-055,5,20190530,20191014,13,12,11,0.0,,7.0
1719,624,028-055,6,20191111,20200306,12,11,11,0.0,,4.0
1720,624,028-055,7,20200407,20200731,15,13,10,0.0,,5.0
1721,624,028-055,8,20200901,20201225,9,9,11,0.0,,5.0
1722,624,028-055,9,20210126,20210520,5,5,12,0.0,,5.0
1723,624,028-055,10,20210622,20211014,4,4,8,0.0,,5.0
1724,624,028-055,11,20211115,20220310,4,4,10,0.0,,4.0
1725,624,028-074,1,20170922,20180116,17,13,11,77.0,237.0,
1726,624,028-074,2,20180222,20180616,8,8,8,56.0,,10.0
1727,624,028-074,3,20180716,20181108,16,16,8,0.0,,4.0
1728,624,028-074,4,20181210,20190404,10,9,11,66.0,,4.0
1729,624,028-074,5,20190506,20190829,11,11,11,77.0,,13.0
1730,624,028-074,6,20190930,20200123,14,13,10,0.0,,4.0
1731,624,028-074,7,20200224,20200618,13,13,9,0.0,,4.0
1732,624,030-014,1,20171017,20180209,16,16,11,71.5,262.0,
1733,624,030-014,2,20180313,20180707,15,15,8,56.0,,5.0
1734,624,030-014,3,20180806,20181128,19,18,10,70.0,,4.0
1735,624,030-014,4,20181231,20190425,17,15,14,98.0,,4.0
1736,624,030-014,5,20190527,20190919,17,15,12,0.0,,4.0
1737,624,030-014,6,20191111,20200306,15,14,11,0.0,,25.0
1738,624,030-014,7,20200406,20200730,16,11,10,0.0,,4.0
1739,624,030-014,8,20201107,20210302,19,10,0,0.0,,
1740,624,030-021,1,20170922,20180115,6,5,5,50.0,236.0,
1741,624,030-021,2,20180219,20180614,9,9,11,77.0,,7.0
1742,624,030-021,3,20180716,20181108,13,13,8,0.0,,4.0
1743,624,030-021,4,20181210,20190405,13,13,9,63.0,,4.0
1744,624,030-021,5,20190506,20190829,12,12,12,84.0,,4.0
1745,624,030-021,6,20191022,20200216,13,13,12,0.0,,26.0
1746,624,030-021,7,20200316,20200710,9,9,11,0.0,,4.0
1747,624,030-021,8,20200810,20201203,13,12,11,0.0,,4.0
1748,624,028-035,1,20170924,20180118,12,11,10,75.0,242.0,
1749,624,028-035,2,20180220,20180615,13,13,10,75.0,,5.0
1750,624,028-035,3,20190127,20190522,17,16,11,77.0,,
1751,624,028-035,4,20190617,20191010,13,12,9,0.0,,4.0
1752,624,028-035,5,20191111,20200305,14,14,7,0.0,,4.0
1753,624,028-035,6,20200406,20200730,15,14,9,0.0,,4.0
1754,624,028-040,1,20171016,20180210,9,9,10,70.0,264.0,
1755,624,028-040,2,20180312,20180706,7,7,8,56.0,,4.0
1756,624,028-040,3,20180806,20181129,15,15,11,77.0,,4.0
1757,624,028-040,4,20181231,20190425,17,17,10,70.0,,4.0
1758,624,028-040,5,20190527,20190918,7,7,12,0.0,,4.0
1759,624,028-040,6,20191021,20200214,16,13,12,0.0,,4.0
1760,624,028-040,7,20200316,20200709,16,15,12,0.0,,4.0
1761,624,028-040,8,20200810,20201202,12,11,7,0.0,,4.0
1762,624,028-040,9,20210104,20210429,18,15,12,0.0,,4.0
1763,624,028-040,10,20210626,20211018,13,10,0,0.0,,
1764,624,028-068,1,20170925,20180118,14,14,10,70.0,241.0,
1765,624,028-068,2,20180221,20180616,15,15,11,77.0,,9.0
1766,624,028-068,3,20180716,20181109,13,13,11,0.0,,4.0
1767,624,028-068,4,20181210,20190405,16,15,12,72.0,,4.0
1768,624,030-004,1,20171016,20180208,14,14,10,70.0,261.0,
1769,624,030-004,2,20180313,20180706,16,14,10,70.0,,5.0
1770,624,030-004,3,20190227,20190621,13,12,12,84.0,,
1771,624,030-004,4,20190820,20191213,16,14,9,0.0,,
1772,624,030-004,5,20200114,20200508,9,7,10,0.0,,5.0
1773,624,030-004,6,20200609,20201002,10,8,7,0.0,,5.0
1774,624,030-004,7,20201101,20210226,15,13,10,0.0,,3.0
1775,624,030-004,8,20210325,20210717,11,9,9,0.0,,0.0
1776,624,030-004,9,20210823,20211216,15,14,9,0.0,,4.0
1777,624,030-020,1,20180327,20180720,11,11,11,0.0,,
1778,624,025-070,1,20170927,20180118,15,15,11,71.5,259.0,
1779,624,025-070,2,20180221,20180614,19,17,11,44.0,,6.0
1780,624,025-070,3,20180717,20181108,15,15,10,0.0,,5.0
1781,624,025-070,4,20181211,20190404,18,14,12,72.0,,5.0
1782,624,025-070,5,20190507,20190830,20,16,11,77.0,,13.0
1783,624,025-070,6,20190930,20200123,21,18,11,0.0,,4.0
1784,624,025-081,1,20170903,20171226,13,2,6,36.0,235.0,
1785,624,025-081,2,20180220,20180613,17,17,9,72.0,,38.0
1786,624,025-081,3,20180716,20181105,16,16,7,0.0,,4.0
1787,624,025-081,4,20181210,20190402,14,14,12,84.0,,4.0
