,FARM_NO,FARM_PIG_NO,BUNMAN_SANCHA,GYOBAE_DT,BUNMAN_DT,CHONGSAN,SILSAN,EUDUSU,EUKG,CHOGYOBAE,JAE
0,624,36-86,2,20100521,20100913,13,13,11,0.0,,
1,624,36-86,3,20101009,20110202,18,18,10,80.0,,5.0
2,624,36-86,4,20110309,20110703,13,13,11,88.0,,9.0
3,624,36-86,5,20110801,20111125,13,10,10,70.0,,4.0
4,624,36-86,6,20111227,20120421,17,16,11,88.0,,5.0
5,624,36-86,7,20120522,20120914,18,17,11,77.0,,5.0
6,624,36-86,8,20121016,20130207,13,11,10,70.0,,5.0
7,624,36-86,9,20130312,20130707,12,10,9,72.0,,5.0
8,624,36-86,10,20130806,20131201,10,7,9,81.0,,5.0
9,624,36-86,11,20140507,20140829,5,3,3,24.0,,
10,624,37-58,2,20100521,20100912,14,14,9,0.0,,
11,624,37-58,3,20101009,20110131,15,14,9,54.0,,5.0
12,624,37-58,4,20110321,20110712,15,14,10,70.0,,26.0
13,624,37-58,5,20110915,20120108,8,8,8,56.0,,38.0
14,624,37-58,6,20120208,20120531,17,13,9,67.5,,6.0
15,624,37-58,7,20120704,20121027,12,12,10,70.0,,6.0
16,624,37-58,8,20121127,20130321,12,8,9,67.5,,5.0
17,624,37-58,9,20130423,20130815,16,13,6,42.0,,5.0
18,624,37-58,10,20130917,20140110,12,11,7,52.5,,5.0
19,624,37-58,11,20140211,20140606,13,9,9,63.0,,5.0
20,624,37-58,12,20140708,20141031,12,6,5,37.5,,5.0
21,624,37-58,13,20141201,20150327,5,5,5,37.5,,4.0
22,624,37-58,14,20150427,20150821,7,5,7,45.5,,4.0
23,624,36-96,3,20100521,20100912,13,13,12,0.0,,
24,624,36-96,4,20101123,20110317,19,19,12,84.0,,
25,624,36-96,5,20110425,20110818,15,14,9,63.0,,11.0
26,624,36-96,6,20111004,20120127,7,6,10,70.0,,16.0
27,624,36-96,7,20120228,20120621,14,14,9,72.0,,5.0
28,624,36-96,8,20120922,20130114,10,10,10,80.0,,
29,624,36-96,9,20130220,20130615,11,9,9,67.5,,6.0
30,624,36-96,10,20130918,20140111,12,7,7,56.0,,
31,624,37-22,3,20100521,20100916,9,9,9,0.0,,
32,624,37-22,4,20101011,20110202,11,11,4,36.0,,7.0
33,624,37-22,5,20110320,20110712,13,13,11,77.0,,20.0
34,624,37-22,6,20111011,20120205,11,10,10,70.0,,64.0
35,624,37-22,7,20120314,20120707,9,9,11,0.0,,4.0
36,624,37-22,8,20120814,20121209,10,10,9,72.0,,5.0
37,624,37-22,9,20130109,20130503,12,10,11,77.0,,6.0
38,624,37-22,10,20130604,20130927,11,6,6,45.0,,5.0
39,624,37-22,11,20131029,20140221,12,8,10,75.0,,5.0
40,624,37-22,12,20140325,20140718,10,9,10,70.0,,5.0
41,624,37-22,13,20140819,20141213,14,8,7,42.0,,5.0
42,624,37-22,14,20150113,20150508,9,9,10,70.0,,5.0
43,624,37-22,15,20150611,20151005,6,4,4,32.0,,7.0
44,624,37-84,3,20100521,20100913,14,14,9,0.0,,
45,624,37-84,4,20101009,20110131,15,15,2,12.0,,5.0
46,624,100-100,4,20100521,20100915,12,10,9,0.0,,
47,624,100-100,5,20101102,20110226,11,11,7,42.0,,12.0
48,624,100-100,6,20110329,20110722,13,12,9,72.0,,5.0
49,624,100-100,7,20110824,20111218,13,13,8,60.0,,6.0
50,624,100-100,8,20120117,20120511,15,15,9,63.0,,5.0
51,624,100-100,9,20120612,20121005,14,13,9,72.0,,5.0
52,624,35-91,2,20100521,20100911,13,12,7,0.0,,
53,624,35-91,3,20101123,20110317,12,12,9,90.0,,
54,624,35-91,4,20110418,20110811,11,11,9,72.0,,4.0
55,624,35-91,5,20110914,20120107,7,7,7,56.0,,5.0
56,624,35-91,6,20120206,20120531,12,12,8,64.0,,4.0
57,624,35-91,7,20120702,20121026,12,11,8,56.0,,4.0
58,624,35-91,8,20121126,20130321,12,10,9,72.0,,4.0
59,624,35-91,9,20130422,20130816,9,7,7,56.0,,4.0
60,624,35-91,10,20130917,20140110,11,8,7,56.0,,5.0
61,624,35-91,11,20140210,20140606,10,10,10,70.0,,4.0
62,624,35-91,12,20140708,20141031,11,8,7,49.0,,5.0
63,624,35-91,13,20141127,20150327,5,4,8,60.0,,0.0
64,624,35-91,14,20150428,20150821,10,9,8,60.0,,5.0
65,624,35-91,15,20150922,20160116,5,5,8,64.0,,5.0
66,624,8-44,2,20100525,20100916,8,8,6,0.0,,
67,624,8-44,3,20101125,20110322,13,13,9,72.0,,35.0
68,624,8-44,4,20110421,20110816,5,5,0,0.0,,7.0
69,624,8-44,5,20120127,20120520,13,12,10,100.0,,140.0
70,624,16-03,2,20100527,20100923,11,11,10,0.0,,
71,624,16-03,3,20101102,20110225,16,16,10,70.0,,12.0
72,624,16-03,4,20110329,20110722,16,16,12,84.0,,5.0
73,624,16-03,5,20110823,20111219,14,14,11,77.0,,5.0
74,624,16-03,6,20120117,20120513,13,12,11,77.0,,5.0
75,624,16-03,7,20120612,20121005,16,9,9,63.0,,5.0
76,624,16-03,8,20121107,20130302,14,14,11,77.0,,5.0
77,624,16-03,9,20130402,20130727,13,12,12,84.0,,5.0
78,624,16-03,10,20140505,20140829,12,5,0,0.0,,
79,624,16-03,11,20140930,20150124,3,3,6,42.0,,5.0
80,624,16-03,12,20150222,20150620,9,8,8,60.0,,4.0
81,624,15-18,2,20100527,20100920,15,15,11,0.0,,
82,624,15-18,3,20101103,20110227,12,12,6,36.0,,13.0
83,624,0-4,1,20100529,20100922,10,10,12,0.0,238.0,
84,624,0-4,2,20101102,20110226,5,5,10,80.0,,12.0
85,624,0-4,3,20110329,20110722,15,15,13,0.0,,5.0
86,624,0-4,4,20110823,20111218,5,5,5,50.0,,5.0
87,624,0-4,5,20120719,20121113,2,2,2,14.0,,
88,624,0-90,1,20100529,20100920,14,14,7,0.0,237.0,
89,624,0-90,2,20101102,20110227,11,11,8,56.0,,5.0
90,624,0-90,3,20110329,20110724,14,14,10,70.0,,5.0
91,624,36-91,3,20100531,20100923,17,16,12,0.0,,
92,624,36-91,4,20101102,20110226,19,19,11,77.0,,12.0
93,624,36-91,5,20110329,20110722,15,12,10,70.0,,5.0
94,624,36-91,6,20110823,20111216,10,10,9,72.0,,10.0
95,624,36-91,7,20120117,20120512,14,14,9,67.5,,5.0
96,624,36-91,8,20120612,20121006,13,13,10,70.0,,5.0
97,624,36-91,9,20121107,20130301,17,14,12,0.0,,5.0
98,624,36-91,10,20130402,20130727,13,9,9,63.0,,5.0
99,624,36-91,11,20130827,20131220,13,8,10,70.0,,5.0
100,624,36-91,12,20140121,20140516,16,13,10,75.0,,5.0
101,624,36-91,13,20140617,20141011,12,7,10,75.0,,5.0
102,624,36-91,14,20141111,20150307,11,5,7,52.5,,5.0
103,624,36-91,15,20150407,20150802,13,9,8,56.0,,5.0
104,624,36-91,16,20150901,20151227,5,0,7,52.5,,5.0
105,624,37-34,3,20100531,20100920,16,16,9,0.0,,
106,624,37-34,4,20101102,20110224,18,18,8,56.0,,12.0
107,624,37-34,5,20110329,20110719,15,14,11,77.0,,5.0
108,624,37-34,6,20110823,20111216,10,10,8,64.0,,10.0
109,624,37-34,7,20120117,20120510,15,15,10,80.0,,5.0
110,624,37-34,8,20120612,20121004,15,12,8,64.0,,5.0
111,624,37-34,9,20121107,20130301,16,14,11,77.0,,5.0
112,624,37-34,10,20130402,20130726,16,11,7,49.0,,5.0
113,624,37-34,11,20130827,20131219,13,11,8,56.0,,5.0
114,624,37-34,12,20140121,20140516,10,9,9,67.5,,5.0
115,624,37-34,13,20140712,20141030,11,8,0,0.0,,
116,624,37-34,14,20141127,20150320,11,9,5,40.0,,0.0
117,624,37-34,15,20150427,20150821,5,3,4,32.0,,4.0
118,624,37-34,16,20150923,20160115,3,3,0,0.0,,6.0
119,624,12-31,2,20100531,20100923,12,12,9,0.0,,
120,624,12-31,3,20101103,20110225,11,11,6,60.0,,13.0
121,624,12-31,4,20110420,20110812,12,12,10,70.0,,27.0
122,624,12-31,5,20110915,20120108,14,14,9,72.0,,6.0
123,624,12-31,6,20120207,20120601,16,15,11,88.0,,5.0
124,624,12-31,7,20120704,20121028,13,12,9,63.0,,6.0
125,624,12-31,8,20121127,20130323,13,13,12,84.0,,5.0
126,624,12-31,9,20130423,20130816,13,12,10,75.0,,5.0
127,624,12-31,10,20130917,20140111,14,9,8,56.0,,5.0
128,624,11-53,2,20100531,20100927,11,11,11,0.0,,
129,624,11-53,3,20101102,20110227,11,11,10,70.0,,12.0
130,624,11-53,4,20110419,20110813,14,14,11,77.0,,26.0
131,624,11-53,5,20110914,20120108,10,10,10,80.0,,5.0
132,624,11-53,6,20120207,20120601,10,10,10,80.0,,5.0
133,624,11-53,7,20120704,20121027,15,11,11,77.0,,6.0
134,624,11-53,8,20121127,20130323,12,12,12,84.0,,5.0
135,624,11-53,9,20130423,20130817,12,12,10,70.0,,5.0
136,624,11-53,10,20130917,20140111,14,14,11,77.0,,5.0
137,624,11-53,11,20140211,20140610,15,15,10,70.0,,5.0
138,624,11-53,12,20140708,20141101,14,14,10,70.0,,5.0
139,624,11-53,13,20141202,20150327,11,11,11,82.5,,5.0
140,624,11-53,14,20150428,20150823,15,11,9,72.0,,5.0
141,624,11-53,15,20150922,20160117,11,10,10,70.0,,5.0
142,624,36-64,2,20100531,20100927,11,11,10,0.0,,
143,624,36-64,3,20101102,20110228,16,16,12,96.0,,12.0
144,624,36-64,4,20110421,20110814,10,10,10,70.0,,28.0
145,624,36-64,5,20110914,20120109,9,9,6,42.0,,5.0
146,624,36-64,6,20120207,20120604,14,11,8,56.0,,5.0
147,624,12-13,2,20100531,20100923,10,10,10,0.0,,
148,624,12-13,3,20101102,20110225,12,12,9,81.0,,12.0
149,624,12-13,4,20110329,20110721,11,11,10,70.0,,5.0
150,624,12-13,5,20110823,20111216,10,10,8,72.0,,10.0
151,624,12-13,6,20120116,20120511,11,9,8,64.0,,4.0
152,624,12-13,7,20120612,20121005,11,10,10,80.0,,5.0
153,624,12-13,8,20121107,20130302,10,8,11,77.0,,5.0
154,624,12-13,9,20130402,20130727,15,10,10,60.0,,5.0
155,624,12-13,10,20130827,20131221,11,10,10,70.0,,5.0
156,624,12-13,11,20140121,20140516,12,11,10,80.0,,5.0
157,624,11-56,2,20100531,20100923,10,10,9,0.0,,
158,624,11-56,3,20101102,20110224,15,14,10,80.0,,12.0
159,624,11-56,4,20110420,20110813,12,12,10,80.0,,27.0
160,624,11-56,5,20110914,20120108,13,13,8,64.0,,5.0
161,624,11-56,6,20120207,20120602,17,15,9,72.0,,5.0
162,624,11-56,7,20120703,20121026,13,13,10,65.0,,5.0
163,624,11-56,8,20121127,20130323,12,12,10,75.0,,5.0
164,624,11-56,9,20130423,20130816,9,8,7,49.0,,5.0
165,624,11-56,10,20130917,20140111,12,12,10,70.0,,5.0
166,624,11-56,11,20140211,20140606,14,14,9,63.0,,5.0
167,624,11-56,12,20140708,20141030,3,2,2,16.0,,5.0
168,624,11-56,13,20141201,20150327,8,8,8,60.0,,4.0
169,624,11-56,14,20150428,20150821,10,9,8,56.0,,5.0
170,624,11-56,15,20150922,20160116,11,11,9,63.0,,5.0
171,624,0-13,1,20100531,20100927,10,10,10,0.0,240.0,
172,624,0-13,2,20101102,20110226,14,14,12,96.0,,5.0
173,624,0-13,3,20110329,20110724,12,12,10,0.0,,5.0
174,624,0-13,4,20111012,20120207,13,11,9,72.0,,
175,624,0-13,5,20120314,20120708,14,14,9,81.0,,4.0
176,624,0-13,6,20120814,20121209,15,13,8,48.0,,5.0
177,624,0-13,7,20130108,20130503,15,15,8,56.0,,5.0
178,624,0-13,8,20130604,20130927,14,10,9,63.0,,5.0
179,624,0-13,9,20131029,20140221,16,15,10,80.0,,5.0
180,624,0-13,10,20140326,20140718,15,12,9,63.0,,6.0
181,624,0-13,11,20140819,20141213,14,13,10,70.0,,5.0
182,624,0-13,12,20150113,20150508,10,7,7,49.0,,5.0
183,624,0-13,13,20150608,20151003,14,13,9,63.0,,6.0
184,624,0-13,14,20151103,20160226,6,6,0,0.0,,5.0
185,624,0-39,1,20100531,20100927,10,10,9,0.0,240.0,
186,624,0-39,2,20101102,20110225,12,12,9,63.0,,5.0
187,624,0-39,3,20110329,20110723,10,10,11,88.0,,5.0
188,624,0-39,4,20110823,20111216,14,14,10,70.0,,5.0
189,624,0-39,5,20120117,20120513,12,12,10,70.0,,5.0
190,624,0-39,6,20120612,20121005,10,10,10,70.0,,5.0
191,624,0-39,7,20121107,20130302,15,15,10,70.0,,5.0
192,624,0-39,8,20130402,20130726,15,15,12,78.0,,5.0
193,624,0-39,9,20130827,20131221,11,11,10,70.0,,5.0
194,624,0-39,10,20140121,20140516,14,14,10,80.0,,5.0
195,624,0-39,11,20140617,20141011,16,15,9,63.0,,5.0
196,624,0-39,12,20141127,20150323,14,13,10,70.0,,24.0
197,624,0-61,1,20100531,20100927,9,9,9,0.0,239.0,
198,624,0-61,2,20101102,20110301,14,13,10,70.0,,5.0
199,624,0-61,3,20110425,20110821,15,15,11,88.0,,32.0
200,624,0-61,4,20111004,20120131,10,10,12,72.0,,16.0
201,624,0-61,5,20120229,20120625,16,16,10,70.0,,6.0
202,624,0-61,6,20120725,20121119,16,11,6,39.0,,5.0
203,624,0-61,7,20121218,20130414,18,16,11,7.0,,5.0
204,624,0-61,8,20130514,20130906,15,7,8,56.0,,5.0
205,624,0-61,9,20131008,20140202,16,10,7,56.0,,5.0
206,624,0-61,10,20140304,20140628,12,11,11,77.0,,5.0
207,624,0-61,11,20140729,20141122,17,16,9,63.0,,5.0
208,624,0-61,12,20141223,20150415,17,6,0,0.0,,5.0
209,624,0-61,13,20150607,20151002,7,5,4,32.0,,24.0
210,624,0-9,1,20100531,20100927,9,9,9,0.0,240.0,
211,624,0-9,2,20101102,20110227,16,16,11,88.0,,5.0
212,624,0-9,3,20110425,20110822,16,16,10,70.0,,32.0
213,624,0-9,4,20111004,20120128,14,12,0,0.0,,16.0
214,624,9-54,2,20100531,20100927,11,11,11,0.0,,
215,624,9-54,3,20101103,20110225,15,14,6,36.0,,13.0
216,624,9-54,4,20110517,20110912,15,13,11,77.0,,54.0
217,624,9-54,5,20111025,20120216,17,16,7,49.0,,5.0
218,624,9-54,6,20120321,20120712,16,16,10,70.0,,6.0
219,624,9-54,7,20120816,20121210,6,6,4,32.0,,7.0
220,624,8-33,3,20100602,20100924,12,12,9,0.0,,
221,624,8-33,4,20101124,20110321,9,9,9,90.0,,34.0
222,624,8-33,5,20110421,20110813,14,14,9,63.0,,7.0
223,624,8-33,6,20110914,20120108,8,8,2,16.0,,5.0
224,624,8-33,7,20120206,20120601,7,6,6,54.0,,4.0
225,624,8-33,8,20120703,20121026,10,6,4,28.0,,5.0
226,624,0-8,1,20100611,20101004,10,10,10,0.0,251.0,
227,624,0-8,2,20101215,20110411,14,14,8,56.0,,40.0
228,624,0-8,3,20111006,20120128,13,13,11,77.0,,154.0
229,624,0-8,4,20120702,20121025,12,12,10,70.0,,
230,624,0-8,5,20121127,20130323,14,14,14,98.0,,5.0
231,624,0-8,6,20130423,20130817,18,15,10,70.0,,5.0
232,624,0-8,7,20130917,20140113,16,14,12,84.0,,5.0
233,624,0-8,8,20140211,20140606,7,6,7,45.5,,5.0
234,624,0-8,9,20140709,20141102,15,15,10,80.0,,6.0
235,624,0-8,10,20141202,20150327,10,10,10,90.0,,5.0
236,624,0-8,11,20150428,20150823,15,13,13,84.5,,5.0
237,624,0-8,12,20150922,20160118,12,12,12,78.0,,5.0
238,624,78,4,20100614,20101008,14,12,8,0.0,,
239,624,78,5,20101214,20110408,13,13,10,90.0,,39.0
240,624,78,6,20111006,20120128,15,13,11,66.0,,154.0
241,624,78,7,20120228,20120623,11,11,8,72.0,,5.0
242,624,78,8,20120725,20121119,5,3,3,21.0,,5.0
243,624,78,9,20121217,20130411,9,6,8,60.0,,4.0
244,624,78,10,20130513,20130906,7,7,9,72.0,,4.0
245,624,78,11,20131008,20140131,9,9,6,48.0,,5.0
246,624,35-40,3,20100614,20101007,7,7,7,0.0,,
247,624,8-52,2,20100614,20101007,12,11,8,0.0,,
248,624,8-52,3,20101123,20110318,16,15,9,90.0,,18.0
249,624,8-52,4,20110419,20110811,13,12,9,72.0,,5.0
250,624,8-52,5,20111027,20120220,13,11,9,67.5,,48.0
251,624,8-52,6,20120320,20120712,13,13,7,56.0,,5.0
252,624,8-52,7,20120814,20121208,11,9,8,64.0,,5.0
253,624,8-52,8,20130108,20130503,13,11,8,64.0,,5.0
254,624,8-52,9,20130604,20130927,12,10,8,64.0,,5.0
255,624,8-52,10,20150331,20150801,2,0,0,0.0,,
256,624,0-0,4,20100614,20101007,13,11,10,0.0,,
257,624,12-194,2,20100617,20101012,14,14,9,0.0,,
258,624,12-194,3,20101123,20110319,12,12,11,99.0,,5.0
259,624,12-194,4,20110419,20110814,3,3,4,24.0,,5.0
260,624,12-194,5,20111027,20120220,12,12,11,77.0,,62.0
261,624,12-194,6,20120321,20120715,16,16,8,64.0,,6.0
262,624,12-194,7,20121006,20130130,14,12,9,63.0,,
263,624,12-194,8,20130312,20130708,10,10,8,64.0,,15.0
264,624,12-194,9,20130807,20131201,9,9,9,67.5,,6.0
265,624,12-194,10,20131231,20140426,11,11,10,80.0,,5.0
266,624,12-194,11,20140527,20140919,11,10,9,67.5,,5.0
267,624,12-194,12,20141021,20150213,11,11,9,67.5,,5.0
268,624,12-194,13,20150317,20150710,12,11,9,63.0,,5.0
269,624,12-194,14,20150922,20160122,10,10,10,80.0,,37.0
270,624,6374,2,20100623,20101016,14,13,10,0.0,,
271,624,6374,3,20101215,20110408,15,15,9,72.0,,27.0
272,624,6374,4,20111005,20120127,13,13,10,70.0,,153.0
273,624,6374,5,20120229,20120623,9,9,9,72.0,,6.0
274,624,6374,6,20120725,20121117,10,10,9,63.0,,5.0
275,624,6374,7,20121218,20130410,14,11,8,64.0,,5.0
276,624,6374,8,20130514,20130905,12,12,10,80.0,,5.0
277,624,6374,9,20131008,20140131,8,8,8,64.0,,5.0
278,624,6374,10,20140304,20140626,13,11,10,75.0,,5.0
279,624,6374,11,20140729,20141121,8,8,8,60.0,,5.0
280,624,6374,12,20141223,20150414,11,8,7,52.5,,5.0
281,624,6374,13,20150518,20150908,10,10,9,76.5,,4.0
282,624,6374,14,20151013,20160206,12,12,12,96.0,,5.0
283,624,6374,15,20160308,20160701,6,6,6,60.0,,5.0
284,624,38-43,3,20100629,20101022,7,7,5,0.0,,
285,624,38-43,4,20101222,20110414,11,10,10,70.0,,
286,624,38-43,5,20110511,20110901,3,3,6,36.0,,6.0
287,624,91-166,3,20100629,20101022,9,8,8,0.0,,
288,624,91-166,4,20101123,20110317,13,13,11,77.0,,5.0
289,624,91-166,5,20110419,20110810,11,11,9,54.0,,5.0
290,624,91-166,6,20120403,20120726,10,10,5,35.0,,
291,624,91-166,7,20130220,20130614,11,10,9,72.0,,
292,624,91-166,8,20130716,20131109,12,11,9,63.0,,5.0
293,624,91-166,9,20131210,20140404,13,6,5,35.0,,5.0
294,624,91-166,10,20140506,20140828,5,5,5,35.0,,5.0
295,624,0-84,1,20100702,20101025,12,12,10,0.0,271.0,
296,624,0-84,2,20101215,20110409,11,11,8,56.0,,15.0
297,624,0-84,3,20110509,20110903,6,6,11,77.0,,4.0
298,624,0-84,4,20111004,20120128,13,12,11,77.0,,3.0
299,624,0-84,5,20120228,20120623,13,13,11,77.0,,5.0
300,624,0-84,6,20120725,20121119,9,9,6,39.0,,5.0
301,624,0-84,7,20121217,20130414,11,11,9,67.5,,4.0
302,624,0-84,8,20130514,20130906,8,8,10,70.0,,5.0
303,624,0-84,9,20131008,20140201,5,5,8,56.0,,5.0
304,624,0-84,10,20140304,20140628,10,10,10,70.0,,5.0
305,624,0-84,11,20140729,20141122,3,3,3,24.0,,5.0
306,624,0-84,12,20141223,20150417,8,7,9,63.0,,5.0
307,624,0-84,13,20150518,20150914,8,8,10,70.0,,4.0
308,624,0-84,14,20151013,20160207,10,9,13,91.0,,5.0
309,624,0-84,15,20160308,20160702,6,6,6,60.0,,5.0
310,624,0-84,16,20160801,20161127,6,5,8,60.0,,4.0
311,624,99-19,4,20100903,20101227,12,12,12,84.0,,
312,624,95,3,20100709,20101101,15,11,9,0.0,,
313,624,95,4,20110106,20110501,18,17,10,70.0,,
314,624,95,5,20110531,20110924,11,10,10,70.0,,5.0
315,624,95,6,20111025,20120217,16,16,10,70.0,,5.0
316,624,95,7,20120410,20120803,9,8,10,70.0,,26.0
317,624,95,8,20120928,20130121,13,13,10,60.0,,29.0
318,624,95,9,20130219,20130615,9,7,10,70.0,,5.0
319,624,197-161,5,20100709,20101031,7,7,5,0.0,,
320,624,197-161,6,20110104,20110429,17,15,9,72.0,,
321,624,197-161,7,20110530,20110921,13,11,10,70.0,,4.0
322,624,197-161,8,20111025,20120216,10,7,7,45.5,,5.0
323,624,98-98,3,20100709,20101102,9,9,10,0.0,,
324,624,98-98,4,20110104,20110501,13,13,11,77.0,,
325,624,98-98,5,20110530,20110924,13,11,10,70.0,,4.0
326,624,98-98,6,20111025,20120219,8,8,8,56.0,,5.0
327,624,98-98,7,20120320,20120715,8,8,10,60.0,,5.0
328,624,98-98,8,20120815,20121210,10,5,4,28.0,,6.0
329,624,98-98,9,20130506,20130826,10,0,0,0.0,,
330,624,18-86,2,20101017,20110213,11,11,10,80.0,,
331,624,18-86,3,20110506,20110901,15,15,11,77.0,,43.0
332,624,18-86,4,20111004,20120129,10,10,9,72.0,,5.0
333,624,18-86,5,20120301,20120625,8,8,11,77.0,,7.0
334,624,18-86,6,20120924,20130119,15,12,10,70.0,,
335,624,18-86,7,20130218,20130615,13,12,12,84.0,,4.0
336,624,18-86,8,20130716,20131109,9,9,9,63.0,,5.0
337,624,18-86,9,20131209,20140404,10,10,10,70.0,,4.0
338,624,18-86,10,20140506,20140829,10,9,8,52.0,,5.0
339,624,16-42,2,20100722,20101115,11,10,3,0.0,,
340,624,16-42,3,20101215,20110408,17,17,10,80.0,,5.0
341,624,16-42,4,20110509,20110901,15,15,8,48.0,,4.0
342,624,16-42,5,20111004,20120126,17,17,11,99.0,,5.0
343,624,16-42,6,20120228,20120622,9,9,10,80.0,,5.0
344,624,16-42,7,20120725,20121116,10,10,10,70.0,,5.0
345,624,16-42,8,20121218,20130412,15,3,8,0.0,,5.0
346,624,16-42,9,20130514,20130905,13,7,9,72.0,,5.0
347,624,16-42,10,20131008,20140129,10,3,0,0.0,,5.0
348,624,7094,4,20100726,20101119,11,11,3,0.0,,
349,624,7093,4,20100726,20101116,13,13,6,0.0,,
350,624,7093,5,20110106,20110430,14,8,10,100.0,,15.0
351,624,7093,6,20110530,20110921,13,8,4,28.0,,4.0
352,624,171-77,4,20100907,20101231,9,9,6,48.0,,
353,624,171-77,5,20110215,20110608,9,7,8,72.0,,26.0
354,624,171-77,6,20110711,20111103,11,10,8,64.0,,4.0
355,624,171-77,7,20120318,20120711,9,9,5,40.0,,
356,624,171-77,8,20121005,20130129,9,9,10,70.0,,57.0
357,624,171-77,9,20130311,20130703,10,7,7,63.0,,14.0
358,624,171-77,10,20131209,20140401,12,10,0,0.0,,
359,624,171-164,3,20100726,20101119,10,10,3,0.0,,
360,624,171-164,4,20110427,20110821,10,10,11,77.0,,126.0
361,624,171-164,5,20111004,20120128,9,8,8,56.0,,16.0
362,624,171-164,6,20120320,20120713,11,11,10,70.0,,26.0
363,624,171-164,7,20130429,20130820,12,8,8,56.0,,
364,624,171-164,8,20130916,20140109,6,6,6,60.0,,4.0
365,624,171-164,9,20140210,20140606,12,10,9,54.0,,4.0
366,624,37-81,3,20100726,20101118,9,9,6,0.0,,
367,624,37-81,4,20110203,20110531,13,12,9,72.0,,43.0
368,624,37-81,5,20110711,20111103,9,7,5,35.0,,12.0
369,624,37-81,6,20111227,20120421,10,9,5,37.5,,26.0
370,624,12-42,2,20100726,20101119,13,13,7,0.0,,
371,624,8-43,1,20100726,20101122,5,5,4,0.0,193.0,
372,624,8-43,2,20110418,20110811,11,11,5,35.0,,117.0
373,624,8-43,3,20120511,20120903,12,10,8,64.0,,250.0
374,624,8-43,4,20121016,20130206,13,13,9,72.0,,11.0
375,624,8-43,5,20130312,20130706,16,15,11,82.5,,5.0
376,624,8-43,6,20140601,20140925,6,6,9,63.0,,
377,624,8-43,7,20141021,20150213,12,12,8,60.0,,5.0
378,624,8-43,8,20150316,20150710,13,12,9,67.5,,4.0
379,624,8-43,9,20150902,20151228,6,6,7,56.0,,11.0
380,624,9-58,2,20100908,20110104,11,11,4,32.0,,
381,624,9-58,3,20110216,20110612,16,16,8,56.0,,20.0
382,624,9-58,4,20110711,20111104,9,9,8,56.0,,4.0
383,624,9-58,5,20111206,20120330,10,7,10,80.0,,5.0
384,624,9-58,6,20120501,20120824,11,11,8,56.0,,5.0
385,624,9-58,7,20120925,20130118,14,1,0,0.0,,5.0
386,624,9-58,8,20130503,20130826,10,0,0,0.0,,
387,624,15-70,2,20100802,20101129,11,11,4,0.0,,
388,624,15-70,3,20110404,20110730,15,15,10,60.0,,
389,624,15-70,4,20110914,20120109,14,14,10,70.0,,19.0
390,624,15-70,5,20120208,20120604,18,18,9,72.0,,6.0
391,624,15-70,6,20120703,20121027,18,17,10,70.0,,5.0
392,624,15-70,7,20121127,20130323,20,16,14,98.0,,5.0
393,624,15-70,8,20130423,20130817,23,4,9,63.0,,5.0
394,624,15-70,9,20130917,20140112,19,16,11,71.5,,5.0
395,624,15-70,10,20140211,20140606,22,10,0,0.0,,5.0
396,624,15-70,11,20140802,20141128,15,10,9,54.0,,30.0
397,624,15-36,2,20100907,20101230,11,11,6,42.0,,
398,624,16-30,2,20100802,20101126,11,11,5,0.0,,
399,624,16-30,3,20110106,20110504,15,14,8,40.0,,7.0
400,624,16-30,4,20110530,20110924,10,9,9,63.0,,4.0
401,624,16-30,5,20111025,20120217,14,12,7,42.0,,5.0
402,624,16-30,6,20120320,20120713,14,14,8,56.0,,5.0
403,624,16-30,7,20120814,20121209,14,10,10,65.0,,5.0
404,624,16-30,8,20130108,20130504,10,8,8,64.0,,5.0
405,624,16-30,9,20130604,20130927,11,6,5,35.0,,5.0
406,624,16-30,10,20131028,20140221,14,9,10,75.0,,4.0
407,624,16-30,11,20140326,20140719,14,10,5,30.0,,6.0
408,624,16-30,12,20140818,20141213,9,6,0,0.0,,4.0
409,624,16-30,13,20150318,20150713,4,0,7,45.5,,
410,624,17-43,5,20100802,20101126,9,9,5,35.0,,
411,624,17-43,6,20110104,20110501,15,14,11,77.0,,5.0
412,624,17-43,7,20110530,20110923,16,15,10,70.0,,4.0
413,624,36-22,3,20100802,20101125,10,10,6,0.0,,
414,624,7096,6,20100802,20101126,12,12,6,0.0,,
415,624,7096,7,20110320,20110716,11,11,10,80.0,,
416,624,15-84,2,20100911,20110104,12,12,9,63.0,,
417,624,15-84,3,20110216,20110611,16,16,8,56.0,,20.0
418,624,15-84,4,20110713,20111103,13,12,10,80.0,,6.0
419,624,15-84,5,20111206,20120330,15,15,6,42.0,,5.0
420,624,15-84,6,20121114,20130308,9,9,8,52.0,,
421,624,15-84,7,20130402,20130726,12,12,12,72.0,,5.0
422,624,17-33,5,20100809,20101203,12,9,6,36.0,,
423,624,17-33,6,20110103,20110427,12,10,11,0.0,,4.0
424,624,17-33,7,20110708,20111103,11,11,10,70.0,,
425,624,17-33,8,20111206,20120329,14,14,10,80.0,,5.0
426,624,17-33,9,20120501,20120824,12,12,8,64.0,,5.0
427,624,14-84,3,20100809,20101202,11,11,7,35.0,,
428,624,14-84,4,20110103,20110430,17,17,10,80.0,,4.0
429,624,14-84,5,20110530,20110923,15,14,11,77.0,,4.0
